label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667125656.0662377
Battery,100,%,Charging,battery,label,2:1667125676.2839067
Battery,100,%,Charging,battery,label,3:1667125696.4401228
