total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,798720,2146684928,0.0,430080,462848,20.233436584472656,1:1667129230.8541842
2147483648,798720,2146684928,0.0,430080,462848,20.28791570663452,2:1667129251.1937199
2147483648,798720,2146684928,0.0,430080,462848,20.541112661361694,3:1667129271.7047498
