total,running,sleeping,thread,pid_max,iteration&time
26,1,25,85,0,1:1667388439.5115619
26,1,25,85,0,2:1667388440.6776261
26,1,25,85,0,3:1667388441.8755374
26,1,25,85,0,4:1667388443.006073
26,1,25,85,0,5:1667388444.1647577
