label,value,unit,status,type,key,iteration&time
Battery,45,%,Discharging,battery,label,1:1667388439.5298612
Battery,45,%,Discharging,battery,label,2:1667388440.729933
Battery,45,%,Discharging,battery,label,3:1667388441.8983686
Battery,45,%,Discharging,battery,label,4:1667388443.0295658
Battery,45,%,Discharging,battery,label,5:1667388444.1923614
