total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7421734912,10.0,827457536,7421734912,1085698048,691298304,577847296,1168109568,737280,1:1667388439.5024965
8249192448,7421734912,10.0,827457536,7421734912,1085698048,691298304,577847296,1168109568,737280,2:1667388440.6547952
8249192448,7420739584,10.0,828452864,7420739584,1085857792,692580352,577851392,1168105472,737280,3:1667388441.866886
8249192448,7420739584,10.0,828452864,7420739584,1085857792,692580352,577851392,1168105472,737280,4:1667388442.9985352
8249192448,7420760064,10.0,828432384,7420760064,1085857792,693121024,577851392,1168109568,737280,5:1667388444.154214
