key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,1.9,0.8,0.5,98.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1:1667388439.499683
cpu_number,1,1.7,1.2,0.5,98.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1:1667388439.499683
cpu_number,2,1.0,0.5,0.5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388439.499683
cpu_number,3,0.9,0.4,0.5,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388439.499683
cpu_number,4,1.6,0.9,0.7,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388439.499683
cpu_number,5,1.2,0.6,0.5,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388439.499683
cpu_number,6,4.3,3.0,1.2,95.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1:1667388439.499683
cpu_number,7,1.3,1.0,0.3,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388439.499683
cpu_number,0,1.9,0.8,0.5,98.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,1,1.7,1.2,0.5,98.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,2,1.0,0.5,0.5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,3,0.9,0.4,0.5,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,4,1.6,0.9,0.7,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,5,1.2,0.6,0.5,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,6,4.3,3.0,1.2,95.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,7,1.3,1.0,0.3,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388440.6471925
cpu_number,0,1.9,0.8,0.5,98.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3:1667388441.863015
cpu_number,1,1.7,1.2,0.5,98.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3:1667388441.863015
cpu_number,2,1.0,0.5,0.5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388441.863015
cpu_number,3,0.9,0.4,0.5,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388441.863015
cpu_number,4,1.6,0.9,0.7,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388441.863015
cpu_number,5,1.2,0.6,0.5,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388441.863015
cpu_number,6,4.3,3.0,1.2,95.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3:1667388441.863015
cpu_number,7,1.3,1.0,0.3,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388441.863015
cpu_number,0,1.9,0.8,0.5,98.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,1,1.7,1.2,0.5,98.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,2,1.0,0.5,0.5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,3,0.9,0.4,0.5,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,4,1.6,0.9,0.7,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,5,1.2,0.6,0.5,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,6,4.3,3.0,1.2,95.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,7,1.3,1.0,0.3,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388442.9949977
cpu_number,0,2.5,0.2,0.2,97.5,0.0,0.0,0.0,2.1,0.0,0.0,0.0,5:1667388444.150282
cpu_number,1,0.4,0.0,0.2,99.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5:1667388444.150282
cpu_number,2,0.4,0.2,0.2,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388444.150282
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388444.150282
cpu_number,4,0.2,0.0,0.2,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388444.150282
cpu_number,5,2.2,1.7,0.2,97.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5:1667388444.150282
cpu_number,6,7.3,5.0,2.4,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388444.150282
cpu_number,7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388444.150282
