total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
1.6,1.1,0.0,0.3,98.6,0.1,0.0,0.0,0.0,0.0,0.0,2.3635764122009277,8,1296,863,828,0,1:1667388462.9195578
1.6,1.1,0.0,0.3,98.6,0.1,0.0,0.0,0.0,0.0,0.0,2.3635764122009277,8,1296,863,828,0,2:1667388464.0866098
1.6,1.3,0.0,0.5,97.9,0.0,0.0,0.3,0.0,0.0,0.0,2.4307332038879395,8,1354,751,772,0,3:1667388465.3618515
1.6,1.3,0.0,0.5,97.9,0.0,0.0,0.3,0.0,0.0,0.0,2.4307332038879395,8,1354,751,772,0,4:1667388466.5086694
1.8,1.3,0.0,0.3,98.4,0.0,0.0,0.0,0.0,0.0,0.0,2.373974084854126,8,1165,495,709,0,5:1667388467.74232
