min1,min5,min15,cpucore,iteration&time
0.22,0.16,0.06,8,1:1667388462.9530516
0.22,0.16,0.06,8,2:1667388464.1928449
0.22,0.16,0.06,8,3:1667388465.4010544
0.22,0.16,0.06,8,4:1667388466.5518603
0.22,0.16,0.06,8,5:1667388467.8104153
