label,value,unit,status,type,key,iteration&time
Battery,44,%,Discharging,battery,label,1:1667388462.9685876
Battery,44,%,Discharging,battery,label,2:1667388464.2137268
Battery,44,%,Discharging,battery,label,3:1667388465.4247835
Battery,44,%,Discharging,battery,label,4:1667388466.569393
Battery,44,%,Discharging,battery,label,5:1667388467.8516846
