label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126925.825567
Battery,100,%,Charging,battery,label,2:1667126945.9978592
Battery,100,%,Charging,battery,label,3:1667126966.1480498
