label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126502.4649618
Battery,100,%,Charging,battery,label,2:1667126522.6347625
Battery,100,%,Charging,battery,label,3:1667126542.779377
