label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667128320.5484536
Battery,100,%,Charging,battery,label,2:1667128340.8047156
Battery,100,%,Charging,battery,label,3:1667128360.990475
