total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7437795328,9.8,811397120,7437795328,66191360,470573056,30121984,216653824,585728,1:1667125958.4609895
8249192448,7437500416,9.8,811692032,7437500416,66224128,471072768,30154752,216657920,585728,2:1667125978.6611755
8249192448,7437275136,9.8,811917312,7437275136,66256896,471658496,30187520,216657920,585728,3:1667125998.798314
