total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,0,2147483648,0.0,0,0,20.15631341934204,1:1667125958.4637556
2147483648,0,2147483648,0.0,0,0,20.19921350479126,2:1667125978.6642652
2147483648,0,2147483648,0.0,0,0,20.131671905517578,3:1667125998.8013895
