key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,21.8,5.8,5.2,78.2,0.0,1.9,0.0,8.9,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,1,11.1,4.4,4.5,88.9,0.0,0.1,0.0,2.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,2,9.6,4.2,3.7,90.4,0.0,0.8,0.0,0.9,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,3,2.8,1.3,1.4,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,4,8.7,3.4,4.5,91.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,5,2.6,0.6,2.0,97.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,6,21.4,4.2,12.7,78.6,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,7,16.6,8.3,8.3,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667129595.2013671
cpu_number,0,37.6,25.7,5.5,62.4,0.0,0.0,0.0,6.4,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,1,7.5,2.8,2.7,92.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,2,5.1,2.3,2.6,94.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,3,2.8,1.6,1.2,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,4,38.2,30.1,7.8,61.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,5,19.8,11.5,4.8,80.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,6,4.7,2.1,2.5,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,7,0.3,0.2,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667129615.4604144
cpu_number,0,32.6,14.7,6.9,67.4,0.0,2.5,0.0,8.4,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,1,14.4,3.8,3.1,85.6,0.0,2.7,0.0,4.8,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,2,13.0,7.1,4.8,87.0,0.0,0.7,0.0,0.4,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,3,1.5,0.5,1.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,4,9.1,3.3,5.4,90.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,5,10.2,3.7,6.3,89.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,6,24.5,15.0,6.6,75.5,0.0,2.9,0.0,0.0,0.0,0.0,0.0,3:1667129635.7277124
cpu_number,7,2.1,1.0,1.1,97.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667129635.7277124
