label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126200.3035588
Battery,100,%,Charging,battery,label,2:1667126220.4848306
Battery,100,%,Charging,battery,label,3:1667126240.6306472
