total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
0.2,0.1,0.0,0.1,99.8,0.0,0.0,0.0,0.0,0.0,0.0,20.22615337371826,8,2459,802,2109,0,1:1667127895.5166824
0.2,0.1,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,20.232441902160645,8,3045,1153,2497,0,2:1667127915.745977
0.1,0.1,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.201773643493652,8,2467,766,2126,0,3:1667127935.9593344
