total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
13.6,6.5,0.0,4.7,84.9,1.5,0.0,2.3,0.0,0.0,0.0,20.304416179656982,8,199212,126387,39991,0,1:1667130205.0541272
13.4,5.8,0.0,5.5,84.8,1.8,0.0,2.1,0.0,0.0,0.0,20.39666724205017,8,181882,115800,40833,0,2:1667130225.4137697
14.6,6.1,0.0,5.8,84.3,1.0,0.0,2.7,0.0,0.0,0.0,20.27293348312378,8,222692,137326,46895,0,3:1667130245.7176526
