total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
13.2,3.9,6.5,2.2,85.4,1.4,0.0,0.6,0.0,0.0,0.0,20.311291933059692,8,83210,49063,25766,0,1:1667129777.846268
14.9,0.3,12.4,1.9,85.1,0.0,0.0,0.4,0.0,0.0,0.0,20.394766569137573,8,108637,87453,15209,0,2:1667129798.2503762
14.7,0.3,12.2,2.1,85.3,0.0,0.0,0.1,0.0,0.0,0.0,20.43654727935791,8,100935,82132,14520,0,3:1667129818.712852
