device_name,fs_type,mnt_point,size,used,free,percent,key,iteration&time
/dev/sdc,ext4,/,269490393088,6967345152,248762376192,2.7,mnt_point,1:1667129777.9436977
/dev/sdc,ext4,/,269490393088,7024623616,248705097728,2.7,mnt_point,2:1667129798.4149716
/dev/sdc,ext4,/,269490393088,7063117824,248666603520,2.8,mnt_point,3:1667129819.4291162
