total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
14.3,7.5,0.0,5.4,84.6,1.0,0.0,1.3,0.0,0.0,0.0,20.343790769577026,8,170036,112026,38232,0,1:1667130266.03757
13.9,6.5,0.0,6.0,84.4,1.7,0.0,1.4,0.0,0.0,0.0,20.481889247894287,8,139610,90599,30890,0,2:1667130286.5218694
14.6,7.5,0.0,5.5,84.4,1.0,0.0,1.7,0.0,0.0,0.0,20.341726779937744,8,160755,104240,36027,0,3:1667130306.8688169
