label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667128077.6952407
Battery,100,%,Charging,battery,label,2:1667128097.9311817
Battery,100,%,Charging,battery,label,3:1667128118.1670053
