label,value,unit,status,type,key,iteration&time
Battery,44,%,Discharging,battery,label,1:1667388475.2622392
Battery,44,%,Discharging,battery,label,2:1667388476.4720533
Battery,43,%,Discharging,battery,label,3:1667388477.8574548
Battery,43,%,Discharging,battery,label,4:1667388479.0496619
Battery,43,%,Discharging,battery,label,5:1667388480.3905125
