total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7415230464,10.1,833961984,7415230464,1085878272,696647680,577880064,1168125952,737280,1:1667388475.2070422
8249192448,7415230464,10.1,833961984,7415230464,1085878272,696647680,577880064,1168125952,737280,2:1667388476.4216158
8249192448,7415365632,10.1,833826816,7415365632,1085878272,696995840,577884160,1168121856,737280,3:1667388477.7706082
8249192448,7415365632,10.1,833826816,7415365632,1085878272,696995840,577884160,1168121856,737280,4:1667388479.0017915
8249192448,7415439360,10.1,833753088,7415439360,1085886464,696987648,577884160,1168125952,737280,5:1667388480.3496256
