total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
2.1,1.3,0.0,0.4,98.3,0.0,0.0,0.1,0.0,0.0,0.0,2.3625612258911133,8,1092,453,616,0,1:1667388475.1922247
2.1,1.3,0.0,0.4,98.3,0.0,0.0,0.1,0.0,0.0,0.0,2.3625612258911133,8,1092,453,616,0,2:1667388476.4091983
2.0,1.5,0.0,0.7,97.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5081629753112793,8,1338,583,838,0,3:1667388477.7414942
2.0,1.5,0.0,0.7,97.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5081629753112793,8,1338,583,838,0,4:1667388478.9902444
2.0,1.5,0.0,0.7,97.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6277120113372803,8,1173,753,778,0,5:1667388480.334088
