total,running,sleeping,thread,pid_max,iteration&time
26,1,25,85,0,1:1667388475.2233088
26,1,25,85,0,2:1667388476.4343138
26,1,25,85,0,3:1667388477.8071792
26,1,25,85,0,4:1667388479.0158687
26,1,25,85,0,5:1667388480.3602552
