label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667125171.9283223
Battery,100,%,Charging,battery,label,2:1667125192.112324
Battery,100,%,Charging,battery,label,3:1667125212.2731903
