label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667128199.0874202
Battery,100,%,Charging,battery,label,2:1667128219.3148863
Battery,100,%,Charging,battery,label,3:1667128239.5332294
