label,value,unit,status,type,key,iteration&time
Battery,43,%,Discharging,battery,label,1:1667388487.418698
Battery,43,%,Discharging,battery,label,2:1667388488.602761
Battery,43,%,Discharging,battery,label,3:1667388490.0425887
Battery,43,%,Discharging,battery,label,4:1667388491.330765
Battery,43,%,Discharging,battery,label,5:1667388492.506788
