min1,min5,min15,cpucore,iteration&time
0.38,0.2,0.08,8,1:1667388487.400099
0.38,0.2,0.08,8,2:1667388488.581248
0.35,0.2,0.08,8,3:1667388489.9835026
0.35,0.2,0.08,8,4:1667388491.3150704
0.35,0.2,0.08,8,5:1667388492.4945848
