total,running,sleeping,thread,pid_max,iteration&time
26,1,25,85,0,1:1667388487.387063
26,1,25,85,0,2:1667388488.5587745
26,1,25,85,0,3:1667388489.940359
26,1,25,85,0,4:1667388491.2979977
26,1,25,85,0,5:1667388492.4846466
