total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
1.8,0.9,0.0,0.3,98.8,0.0,0.0,0.1,0.0,0.0,0.0,2.3287453651428223,8,1296,893,820,0,1:1667388451.1386657
1.8,0.9,0.0,0.3,98.8,0.0,0.0,0.1,0.0,0.0,0.0,2.3287453651428223,8,1296,893,820,0,2:1667388452.2840672
1.5,1.2,0.0,0.5,98.3,0.0,0.0,0.0,0.0,0.0,0.0,2.349700689315796,8,1150,575,683,0,3:1667388453.4942837
1.5,1.2,0.0,0.5,98.3,0.0,0.0,0.0,0.0,0.0,0.0,2.349700689315796,8,1150,575,683,0,4:1667388454.642471
1.5,1.3,0.0,0.1,98.5,0.0,0.0,0.2,0.0,0.0,0.0,2.3433005809783936,8,1339,821,832,0,5:1667388455.8305943
