key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,1.7,0.2,0.0,98.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,1,1.7,0.0,0.2,98.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,2,1.5,1.1,0.4,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,4,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,5,3.4,2.8,0.2,96.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,6,5.9,4.8,1.1,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,7,0.2,0.0,0.2,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388451.1422853
cpu_number,0,1.7,0.2,0.0,98.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2:1667388452.292568
cpu_number,1,1.7,0.0,0.2,98.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2:1667388452.292568
cpu_number,2,1.5,1.1,0.4,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388452.292568
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388452.292568
cpu_number,4,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388452.292568
cpu_number,5,3.4,2.8,0.2,96.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2:1667388452.292568
cpu_number,6,5.9,4.8,1.1,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388452.292568
cpu_number,7,0.2,0.0,0.2,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388452.292568
cpu_number,0,0.2,0.0,0.0,99.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,1,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,2,4.7,3.4,1.1,95.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,4,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,5,2.4,1.7,0.6,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,6,4.1,3.2,0.9,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388453.5023565
cpu_number,0,0.2,0.0,0.0,99.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,1,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,2,4.7,3.4,1.1,95.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4:1667388454.64711
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,4,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,5,2.4,1.7,0.6,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,6,4.1,3.2,0.9,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388454.64711
cpu_number,0,0.2,0.0,0.0,99.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,1,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,2,4.7,3.4,1.1,95.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,4,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,5,2.4,1.7,0.6,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,6,4.1,3.2,0.9,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
cpu_number,7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388455.8350656
