label,value,unit,status,type,key,iteration&time
Battery,44,%,Discharging,battery,label,1:1667388451.1743538
Battery,44,%,Discharging,battery,label,2:1667388452.3547044
Battery,44,%,Discharging,battery,label,3:1667388453.554618
Battery,44,%,Discharging,battery,label,4:1667388454.6891205
Battery,44,%,Discharging,battery,label,5:1667388455.87832
