label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667130144.039666
Battery,100,%,Charging,battery,label,2:1667130164.490025
Battery,100,%,Charging,battery,label,3:1667130184.8131905
