device_name,fs_type,mnt_point,size,used,free,percent,key,iteration&time
/dev/sdc,ext4,/,269490393088,7108091904,248621629440,2.8,mnt_point,1:1667130144.0330863
/dev/sdc,ext4,/,269490393088,7108833280,248620888064,2.8,mnt_point,2:1667130164.470468
/dev/sdc,ext4,/,269490393088,7109705728,248620015616,2.8,mnt_point,3:1667130184.8036294
