time_since_update,disk_name,read_count,write_count,read_bytes,write_bytes,key,iteration&time
20.149744272232056,loop0,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop1,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop2,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop3,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop4,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop5,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop6,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,loop7,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,sda,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,sdb,0,0,0,0,disk_name,1:1667125777.0757558
20.149744272232056,sdc,0,8,0,49152,disk_name,1:1667125777.0757558
20.177463054656982,loop0,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop1,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop2,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop3,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop4,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop5,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop6,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,loop7,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,sda,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,sdb,0,0,0,0,disk_name,2:1667125797.254004
20.177463054656982,sdc,0,8,0,49152,disk_name,2:1667125797.254004
20.141456604003906,loop0,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop1,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop2,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop3,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop4,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop5,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop6,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,loop7,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,sda,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,sdb,0,0,0,0,disk_name,3:1667125817.4000673
20.141456604003906,sdc,0,8,0,49152,disk_name,3:1667125817.4000673
