label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667125777.080417
Battery,100,%,Charging,battery,label,2:1667125797.260168
Battery,100,%,Charging,battery,label,3:1667125817.4063969
