total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,1323008,2146160640,0.1,430080,495616,20.219040155410767,1:1667130083.113418
2147483648,1323008,2146160640,0.1,430080,495616,20.321717023849487,2:1667130103.4298694
2147483648,1323008,2146160640,0.1,430080,495616,20.246822595596313,3:1667130123.6977339
