total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7326748672,11.2,922443776,7326748672,898121728,702316544,439742464,1012973568,700416,1:1667130692.2180393
8249192448,7327830016,11.2,921362432,7327830016,898154496,702021632,439775232,1012973568,700416,2:1667130712.4086158
8249192448,7303753728,11.5,945438720,7303753728,912646144,711311360,439808000,1013022720,700416,3:1667130732.6030073
