label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126321.2095075
Battery,100,%,Charging,battery,label,2:1667126341.3586316
Battery,100,%,Charging,battery,label,3:1667126361.498972
