,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle,key,cpu_number,total,user,system,idle
0,cpu_number,0,11.7,4.6,4.5,88.3,cpu_number,1,2.0,1.3,0.5,98.0,cpu_number,2,3.7,2.5,1.2,96.3,cpu_number,3,1.4,1.0,0.4,98.6,cpu_number,4,2.6,1.7,0.8,97.4,cpu_number,5,2.8,2.1,0.7,97.2,cpu_number,6,2.6,1.8,0.8,97.4,cpu_number,7,3.2,2.6,0.6,96.8
