,key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time,time
22,cpu_number,6,7.7,3.2,4.2,92.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3:1667130062.8856754,1667130062
23,cpu_number,7,19.2,15.7,3.4,80.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3:1667130062.8856754,1667130062
0,cpu_number,0,24.3,8.1,5.9,75.7,0.0,2.2,0.0,8.0,0.0,0.0,0.0,1:1667130083.097193,1667130083
1,cpu_number,1,18.9,5.8,4.5,81.1,0.0,1.8,0.0,6.8,0.0,0.0,0.0,1:1667130083.097193,1667130083
2,cpu_number,2,13.5,6.2,4.9,86.5,0.0,1.8,0.0,0.5,0.0,0.0,0.0,1:1667130083.097193,1667130083
3,cpu_number,3,7.1,2.1,2.6,92.9,0.0,1.2,0.0,1.2,0.0,0.0,0.0,1:1667130083.097193,1667130083
4,cpu_number,4,30.1,15.4,11.5,69.9,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1:1667130083.097193,1667130083
5,cpu_number,5,5.3,2.0,3.0,94.7,0.0,0.2,0.0,0.1,0.0,0.0,0.0,1:1667130083.097193,1667130083
6,cpu_number,6,16.7,8.4,6.7,83.3,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1:1667130083.097193,1667130083
7,cpu_number,7,3.1,0.8,2.3,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667130083.097193,1667130083
8,cpu_number,0,29.3,13.4,6.2,70.7,0.0,0.7,0.0,9.0,0.0,0.0,0.0,2:1667130103.415604,1667130103
