label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126442.050067
Battery,100,%,Charging,battery,label,2:1667126462.21092
Battery,100,%,Charging,battery,label,3:1667126482.3414154
