total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,1585152,2145898496,0.1,430080,507904,2.364227771759033,1:1667388499.6616228
2147483648,1585152,2145898496,0.1,430080,507904,2.364227771759033,2:1667388500.821694
2147483648,1585152,2145898496,0.1,430080,507904,2.3747012615203857,3:1667388502.0516403
2147483648,1585152,2145898496,0.1,430080,507904,2.3747012615203857,4:1667388503.2181098
2147483648,1585152,2145898496,0.1,430080,507904,2.3558223247528076,5:1667388504.399363
