key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,0.6,0.0,0.2,99.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,2,1.0,0.4,0.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,4,4.8,3.7,1.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,6,0.4,0.2,0.2,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,7,7.1,5.8,0.8,92.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1:1667388499.6525056
cpu_number,0,0.6,0.0,0.2,99.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,2,1.0,0.4,0.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,4,4.8,3.7,1.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,6,0.4,0.2,0.2,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,7,7.1,5.8,0.8,92.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2:1667388500.8084555
cpu_number,0,1.5,0.0,0.0,98.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,2,0.6,0.4,0.2,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,4,3.2,2.1,0.8,96.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,6,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,7,7.0,6.1,0.6,93.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3:1667388502.0347931
cpu_number,0,1.5,0.0,0.0,98.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,2,0.6,0.4,0.2,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,4,3.2,2.1,0.8,96.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,6,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,7,7.0,6.1,0.6,93.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4:1667388503.2105372
cpu_number,0,1.5,0.0,0.0,98.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,2,0.6,0.4,0.2,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,4,3.2,2.1,0.8,96.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,6,0.4,0.0,0.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388504.3873398
cpu_number,7,7.0,6.1,0.6,93.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5:1667388504.3873398
