label,value,unit,status,type,key,iteration&time
Battery,43,%,Discharging,battery,label,1:1667388499.687615
Battery,43,%,Discharging,battery,label,2:1667388500.8764365
Battery,42,%,Discharging,battery,label,3:1667388502.093705
Battery,42,%,Discharging,battery,label,4:1667388503.249169
Battery,42,%,Discharging,battery,label,5:1667388504.427945
