total,running,sleeping,thread,pid_max,iteration&time
26,1,25,85,0,1:1667388499.6655374
26,1,25,85,0,2:1667388500.829878
26,1,25,85,0,3:1667388502.0597005
26,1,25,85,0,4:1667388503.223956
26,1,25,85,0,5:1667388504.4038026
