total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7438422016,9.8,810770432,7438422016,65802240,470052864,29728768,216645632,585728,1:1667125716.5712814
8249192448,7438651392,9.8,810541056,7438651392,65839104,470417408,29761536,216645632,585728,2:1667125736.7660623
8249192448,7439552512,9.8,809639936,7439552512,65871872,469856256,29794304,216657920,585728,3:1667125756.9138193
