total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
0.1,0.1,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.1570987701416,8,2490,799,2078,0,1:1667124929.9297967
0.2,0.1,0.0,0.1,99.8,0.0,0.0,0.0,0.0,0.0,0.0,20.204183101654053,8,3069,1146,2450,0,2:1667124950.1301224
0.1,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.14748740196228,8,2349,767,2013,0,3:1667124970.2825716
