label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667127591.6536622
Battery,100,%,Charging,battery,label,2:1667127612.0264215
Battery,100,%,Charging,battery,label,3:1667127632.276292
