total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7378321408,10.6,870871040,7378321408,99143680,518737920,38518784,252751872,1105920,1:1667128744.9750247
8249192448,7378894848,10.6,870297600,7378894848,99176448,518201344,38551552,252731392,1105920,2:1667128765.1485183
8249192448,7378591744,10.6,870600704,7378591744,99209216,518533120,38584320,252768256,1105920,3:1667128785.312503
