total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7415447552,10.1,833744896,7415447552,1085882368,696901632,577863680,1168109568,737280,1:1667388456.996665
8249192448,7416029184,10.1,833163264,7416029184,1085874176,696877056,577867776,1168121856,737280,2:1667388458.2121685
8249192448,7416029184,10.1,833163264,7416029184,1085874176,696877056,577867776,1168121856,737280,3:1667388459.370499
8249192448,7414722560,10.1,834469888,7414722560,1085886464,697024512,577867776,1168121856,737280,4:1667388460.5651877
8249192448,7414722560,10.1,834469888,7414722560,1085886464,697024512,577867776,1168121856,737280,5:1667388461.7324276
