label,value,unit,status,type,key,iteration&time
Battery,44,%,Discharging,battery,label,1:1667388457.019955
Battery,44,%,Discharging,battery,label,2:1667388458.265787
Battery,44,%,Discharging,battery,label,3:1667388459.4093108
Battery,44,%,Discharging,battery,label,4:1667388460.6048446
Battery,44,%,Discharging,battery,label,5:1667388461.7824006
