device_name,fs_type,mnt_point,size,used,free,percent,key,iteration&time
/dev/sdc,ext4,/,269490393088,6049198080,249680523264,2.4,mnt_point,1:1667388414.3170636
/dev/sdc,ext4,/,269490393088,6049198080,249680523264,2.4,mnt_point,2:1667388420.4964395
/dev/sdc,ext4,/,269490393088,6049198080,249680523264,2.4,mnt_point,3:1667388426.6777525
