total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,1585152,2145898496,0.1,430080,507904,31.63269329071045,1:1667388414.290137
2147483648,1585152,2145898496,0.1,430080,507904,6.1929895877838135,2:1667388420.4689884
2147483648,1585152,2145898496,0.1,430080,507904,6.175698757171631,3:1667388426.6461532
