total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
1.7,0.9,0.0,0.6,98.3,0.0,0.0,0.1,0.0,0.0,0.0,31.63407254219055,8,14248,6990,8312,0,1:1667388414.2646096
0.6,0.5,0.0,0.1,99.4,0.0,0.0,0.0,0.0,0.0,0.0,6.194446086883545,8,1860,818,1241,0,2:1667388420.454272
0.3,0.2,0.0,0.1,99.7,0.0,0.0,0.0,0.0,0.0,0.0,6.172259092330933,8,1233,372,924,0,3:1667388426.630792
