label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126623.3833432
Battery,100,%,Charging,battery,label,2:1667126643.5630565
Battery,100,%,Charging,battery,label,3:1667126663.7173452
