label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667129656.058196
Battery,100,%,Charging,battery,label,2:1667129676.3401792
Battery,100,%,Charging,battery,label,3:1667129696.5801094
