device_name,fs_type,mnt_point,size,used,free,percent,key,iteration&time
/dev/sdc,ext4,/,269490393088,7123517440,248606203904,2.8,mnt_point,1:1667130448.9393651
/dev/sdc,ext4,/,269490393088,7124070400,248605650944,2.8,mnt_point,2:1667130469.2568707
/dev/sdc,ext4,/,269490393088,7125016576,248604704768,2.8,mnt_point,3:1667130489.538555
