key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,1.9,1.0,0.2,98.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,2,0.8,0.4,0.4,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,4,4.0,3.2,0.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,5,1.0,0.4,0.2,99.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,6,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,7,8.6,7.3,1.4,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667388493.6377752
cpu_number,0,1.9,1.0,0.2,98.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2:1667388494.918323
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,2,0.8,0.4,0.4,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,4,4.0,3.2,0.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,5,1.0,0.4,0.2,99.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2:1667388494.918323
cpu_number,6,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,7,8.6,7.3,1.4,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667388494.918323
cpu_number,0,1.9,1.0,0.2,98.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,2,0.8,0.4,0.4,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,4,4.0,3.2,0.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,5,1.0,0.4,0.2,99.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,6,0.2,0.2,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,7,8.6,7.3,1.4,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667388496.1031027
cpu_number,0,0.6,0.0,0.2,99.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,4:1667388497.289304
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,2,1.0,0.4,0.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,4,4.8,3.7,1.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,6,0.4,0.2,0.2,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:1667388497.289304
cpu_number,7,7.1,5.8,0.8,92.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,4:1667388497.289304
cpu_number,0,0.6,0.0,0.2,99.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5:1667388498.436872
cpu_number,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,2,1.0,0.4,0.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,4,4.8,3.7,1.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,6,0.4,0.2,0.2,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:1667388498.436872
cpu_number,7,7.1,5.8,0.8,92.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5:1667388498.436872
