total,used,free,percent,sin,sout,time_since_update,iteration&time
2147483648,1585152,2145898496,0.1,430080,507904,2.603496551513672,1:1667388493.652543
2147483648,1585152,2145898496,0.1,430080,507904,2.439523220062256,2:1667388494.9341953
2147483648,1585152,2145898496,0.1,430080,507904,2.439523220062256,3:1667388496.1127744
2147483648,1585152,2145898496,0.1,430080,507904,2.3803534507751465,4:1667388497.2974935
2147483648,1585152,2145898496,0.1,430080,507904,2.3803534507751465,5:1667388498.4537482
