total,running,sleeping,thread,pid_max,iteration&time
26,1,25,85,0,1:1667388445.3104997
26,1,25,85,0,2:1667388446.4968238
26,1,25,85,0,3:1667388447.6396246
26,1,25,85,0,4:1667388448.827651
26,1,25,85,0,5:1667388449.9696357
