label,value,unit,status,type,key,iteration&time
Battery,45,%,Discharging,battery,label,1:1667388445.3298802
Battery,45,%,Discharging,battery,label,2:1667388446.5360823
Battery,45,%,Discharging,battery,label,3:1667388447.6719723
Battery,44,%,Discharging,battery,label,4:1667388448.8521109
Battery,44,%,Discharging,battery,label,5:1667388449.9964728
